2026-01-06 01:06:22.758 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [req-serv] nacos-server port:8848
2026-01-06 01:06:22.765 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - [settings] [http-client] connect timeout:1000
2026-01-06 01:06:22.766 [main] INFO  com.alibaba.nacos.client.utils.ParamUtil - PER_TASK_CONFIG_SIZE: 3000.0
2026-01-06 01:06:22.829 [main] INFO  com.alibaba.nacos.common.labels - DefaultLabelsCollectorManager get labels.....
2026-01-06 01:06:22.829 [main] INFO  com.alibaba.nacos.common.labels - Process LabelsCollector with [name:defaultNacosLabelsCollector]
2026-01-06 01:06:22.830 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect properties raw labels: null
2026-01-06 01:06:22.830 [Thread-2] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - null No credential found
2026-01-06 01:06:22.830 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect properties labels: {}
2026-01-06 01:06:22.830 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect jvm raw labels: null
2026-01-06 01:06:22.830 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect jvm labels: {}
2026-01-06 01:06:22.830 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect env raw labels: null
2026-01-06 01:06:22.831 [main] INFO  com.alibaba.nacos.common.labels - default nacos collect env labels: {}
2026-01-06 01:06:22.831 [main] INFO  com.alibaba.nacos.common.labels - DefaultLabelsCollectorManager get labels finished,labels :{}
2026-01-06 01:06:22.840 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2026-01-06 01:06:22.841 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2026-01-06 01:06:22.874 [main] INFO  com.alibaba.nacos.client.config.impl.Limiter - limitTime:5.0
2026-01-06 01:06:22.916 [main] INFO  c.a.n.client.config.impl.LocalConfigInfoProcessor - LOCAL_SNAPSHOT_PATH:/Users/gaozhiwei/nacos/config
2026-01-06 01:06:22.921 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 988e0ebd-2144-4fe5-a4cc-9b946edf2dc4_config-0
2026-01-06 01:06:22.939 [main] INFO  com.alibaba.nacos.common.remote.client - [988e0ebd-2144-4fe5-a4cc-9b946edf2dc4_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x000000012d398650
